Folio,Cosecha,Capital,Perfil,Ciudad Atria,Plazo,Antiguedad Unidad,Laboratorios,Notificaciones,Atria Plus,MMX 6,MMX 12,MMX 24,Score generico de bancos,Cluster Mora,Cluster Experiencia,Score Buro,% Utilizacion Revolvente,Endeudamiento,MOB,pct,tipo_mora,mora_amount,mora_ever,folio_mora_id,folio_mora_mob_id
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,25,19.13730818706279,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|25
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,26,3.6039351412432974,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|26
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,27,2.626184006726635,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|27
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,28,5.622802067375705,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|28
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,29,13.112242399601971,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|29
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,30,3.302275807321293,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|30
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,31,8.32677825867207,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|31
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,32,11.329223997386578,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|32
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,33,10.785122790424467,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|33
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,34,12.067932975359286,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|34
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,35,4.89035547444394,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|35
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,36,17.92251717471416,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|36
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,37,2.237821018728061,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|37
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,38,8.638800157783763,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|38
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,39,19.73636192533241,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|39
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,40,4.202733656679706,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|40
3,2024-06-01,961934,D,Pachuca,12,4 a <6,Normal,Normal,Normal,MOP1,MOP4,MOP4,785,BGI3+,Exp4,556 a <613,>=0 a <0.068,>=0.019 a <0.067,41,10.212562421051963,BGI3+,562683.0,1,3|BGI3+,3|BGI3+|41
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,1,9.885239458912752,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|1
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,2,13.349333677732877,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|2
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,3,10.72847725055107,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|3
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,4,17.390473634669576,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|4
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,5,10.43094495714537,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|5
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,6,7.977453330493702,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|6
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,7,16.228373207623925,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|7
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,8,8.39668964142826,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|8
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,9,2.8156750203465863,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|9
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,10,8.101786473928849,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|10
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,11,15.00512064903787,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|11
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,12,7.459616930633199,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|12
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,13,2.496968143218452,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|13
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,14,2.4456821972097464,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|14
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,15,7.487849229868752,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|15
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,16,11.203891526661593,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|16
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,17,14.722188722522851,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|17
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,18,2.6957889037097105,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|18
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,19,9.396331255126995,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|19
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,20,14.338246482342358,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|20
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,21,11.031932576974619,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|21
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,22,19.47187873094997,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|22
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,23,16.57433966058649,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|23
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,24,8.387400494302721,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|24
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,25,15.577731548298052,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|25
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,26,9.432196574675126,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|26
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,27,2.7547026273054676,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|27
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,28,9.388324979305189,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|28
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,29,16.354466988479185,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|29
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,30,19.487671919151932,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|30
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,31,1.162998591735649,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|31
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,32,1.6896179986054305,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|32
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,33,3.9568648292963093,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|33
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,34,0.5466756302999021,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|34
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,35,9.02889140043703,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|35
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,36,0.6025511032053887,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|36
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,37,2.6570444851320763,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|37
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,38,2.386919734782307,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|38
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,39,0.22963393575787583,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|39
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,40,10.450118297783204,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|40
4,2022-08-01,641773,A,Torreón,60,<4,Normal,GG 1,PE,MOP4,MOP1,MOP2,520,BGI3+,Exp1,613 a <663,>=0.068 a <0.305,>=0.305,41,7.418177382294622,BGI3+,303657.0,1,4|BGI3+,4|BGI3+|41
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,1,11.344524590496112,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|1
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,2,2.8150921481191316,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|2
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,3,13.174045778951644,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|3
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,4,5.395658159169187,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|4
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,5,2.8288075123024714,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|5
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,6,19.705971140845413,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|6
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,7,12.143985823923094,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|7
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,8,14.7397936052453,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|8
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,9,12.590925825243062,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|9
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,10,0.7839676750639191,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|10
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,11,2.117256345157088,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|11
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,12,18.574971556642467,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|12
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,13,14.27270351492206,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|13
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,14,15.655414933535281,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|14
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,15,13.165569772554095,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|15
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,16,12.917770212610492,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|16
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,17,5.689230568869417,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|17
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,18,0.3157059567227605,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|18
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,19,16.423884825503183,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|19
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,20,11.442220731006401,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|20
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,21,7.255734924675361,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|21
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,22,0.1051241445952833,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|22
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,23,18.173622961929475,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|23
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,24,10.16922127879458,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|24
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,25,2.3586194153525386,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|25
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,26,2.624861082112948,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|26
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,27,11.676931301912202,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|27
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,28,11.909865266437073,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|28
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,29,14.391790583980566,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|29
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,30,8.282596112351197,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|30
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,31,12.0326834964784,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|31
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,32,5.675695907498223,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|32
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,33,1.715439667584393,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|33
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,34,3.8918315051260777,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|34
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,35,9.162980084496798,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|35
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,36,9.027089260162395,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|36
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,37,15.410872839397351,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|37
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,38,17.58328568209205,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|38
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,39,10.453377813982252,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|39
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,40,16.137587084303494,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|40
5,2025-07-01,625893,E,Guadlajara,24,<4,W2,GG 1,Normal,MOP1,MOP4,MOP2,250,BGI3+,Exp4,556 a <613,NULL,<0.019,41,11.402494535858542,BGI3+,460765.0,1,5|BGI3+,5|BGI3+|41
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,1,4.746200664184976,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|1
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,2,11.574219548746669,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|2
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,3,12.234297398039091,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|3
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,4,14.789516165145649,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|4
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,5,7.2246676443184406,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|5
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,6,19.246886716580704,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|6
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,7,15.796939154791348,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|7
6,2023-03-01,162090,F,Cancún,24,6 a <8,Z04,GG 1,Normal,MOP3,MOP3,MOP5+,854,BGI3+,Exp4,>0 a <556,>=0.305 a <0.621,NULL,8,9.107308050958805,BGI3+,2464.0,1,6|BGI3+,6|BGI3+|8
